age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
20.0,Female,4.2,1.2,,No,65.68392003669898,5.596480259291625,Fair,0,High School,Good,10.0,No,85.3
24.0,Female,4.0,3.3,5.4,No,81.65635355490356,16.412690540782926,Fair,7,Bachelor,Poor,6.0,No,79.0
23.0,Female,3.5,2.5,,No,48.208549755345686,0.0,Good,6,High School,Average,,No,64.5
19.0,Female,4.9,1.5,3.4,No,72.39996523512409,4.401303362515509,Good,6,High School,Good,6.0,,88.2
24.0,Female,1.8,2.4,,Yes,71.84243746307799,7.012296718033059,Fair,2,Bachelor,Good,9.0,No,53.3
20.0,Male,5.3,,,No,74.61736813932839,0.0,Fair,0,Bachelor,Good,,Yes,78.4
18.0,Female,,3.2,1.7,No,57.70273575788983,5.007404983308817,Fair,6,High School,Good,3.0,No,68.4
18.0,Male,2.7,3.7,2.3,No,77.54760167913142,0.0,Poor,4,High School,Good,5.0,Yes,63.9
19.0,Male,2.3,,,No,61.42756968134015,5.457907985180909,Fair,5,High School,Average,4.0,No,54.7
17.0,Female,3.3,1.8,0.0,No,60.447083652323904,10.303899237183693,Poor,1,High School,Average,,Yes,65.2
24.0,Other,2.9,4.0,2.9,No,59.06162104351028,12.67360631072761,,5,High School,Good,5.0,Yes,56.4
21.0,Male,3.5,1.3,1.8,Yes,48.87772337214399,0.0,Fair,4,Bachelor,Good,2.0,No,60.0
24.0,Male,5.7,2.9,1.7,No,64.29991060646093,9.283618797869682,Good,1,Master,Good,,Yes,69.1
20.0,Male,0.3,4.2,,No,78.52057077578232,4.125893005565751,Good,2,High School,Average,3.0,Yes,26.8
19.0,Female,3.8,1.2,1.8,No,66.95238003098714,3.282794757850041,,7,High School,Average,8.0,No,73.9
23.0,Female,2.8,2.4,0.7,No,50.06420417306781,0.0,Fair,1,Bachelor,Good,5.0,No,61.5
21.0,Female,4.8,1.8,2.7,No,60.23023448415636,7.37039392662555,Fair,5,Bachelor,Average,,,88.0
23.0,Female,3.9,1.1,2.9,No,76.07561186453232,9.12150508757746,Fair,2,Master,Average,10.0,,75.7
19.0,Male,3.6,,2.1,No,53.39836722647374,7.099687232249033,Good,4,Bachelor,Poor,,No,62.5
22.0,Female,,1.8,3.0,Yes,69.24034151237863,3.840153268117677,Fair,1,High School,Average,,No,69.9
23.0,Male,3.9,3.3,0.5,No,69.83907733801078,11.080908164206935,Fair,3,Master,Average,3.0,No,64.1
17.0,Male,3.9,1.8,3.2,No,90.60913863028809,10.314588551076929,Poor,0,High School,Average,4.0,No,65.6
18.0,Female,3.5,5.2,,Yes,44.08769621192916,7.840549159219392,Good,0,Master,Good,1.0,Yes,53.4
17.0,Male,3.4,0.1,0.6,No,69.02569319447358,0.0,Fair,0,High School,Average,4.0,,77.1
20.0,Female,2.5,4.3,2.4,No,63.9579014823132,0.0,Fair,3,Master,Good,3.0,,49.4
22.0,Male,2.7,4.7,1.7,Yes,71.71233064130064,5.407891024042448,Poor,1,Master,Good,8.0,No,59.3
24.0,Male,3.1,2.8,2.3,No,72.52256836090689,0.1252495875264189,Poor,0,Bachelor,Average,10.0,No,63.7
18.0,Female,4.6,1.2,0.5,No,83.22934666987189,3.129005366206368,Good,4,Master,Good,3.0,No,93.0
19.0,Female,4.5,1.3,,No,90.46143971458072,2.0728034140040177,Fair,0,High School,Average,10.0,No,82.1
